arch,encoder,class_weights,n_runs,composite_score,dice_macro_mean,dice_macro_sd,dice_axon_mean,dice_axon_sd,dice_myelin_mean,dice_myelin_sd,dice_bg_mean,dice_bg_sd,iou_macro_mean,iou_macro_sd,iou_axon_mean,iou_axon_sd,iou_myelin_mean,iou_myelin_sd,iou_bg_mean,iou_bg_sd,precision_macro_mean,precision_macro_sd,precision_axon_mean,precision_axon_sd,precision_myelin_mean,precision_myelin_sd,precision_bg_mean,precision_bg_sd,recall_macro_mean,recall_macro_sd,recall_axon_mean,recall_axon_sd,recall_myelin_mean,recall_myelin_sd,recall_bg_mean,recall_bg_sd,hd95_macro_mean,hd95_macro_sd,hd95_myelin_axon_mean,hd95_myelin_axon_sd,hd95_axon_mean,hd95_axon_sd,hd95_myelin_mean,hd95_myelin_sd,hd95_bg_mean,hd95_bg_sd
unet,resnet50,"[1.0, 1.0, 2.0]",15,0.7324,0.8966,0.015,0.8143,0.0646,0.7252,0.0708,0.9376,0.012,0.8164,0.0237,0.7324,0.0641,0.6126,0.0655,0.8853,0.0208,0.9029,0.0118,0.8309,0.0533,0.7728,0.0448,0.9275,0.0252,0.8921,0.019,0.8438,0.0553,0.7399,0.074,0.9511,0.015,14.4292,5.4951,17.1105,7.081,17.9897,7.0941,16.2314,7.1215,9.0667,2.4567
unet,resnet50,"[1.0, 1.0, 3.0]",15,0.7181,0.8951,0.0169,0.8118,0.0716,0.7208,0.0828,0.9365,0.0126,0.8141,0.0264,0.7295,0.071,0.6084,0.0755,0.8834,0.0218,0.902,0.0117,0.8268,0.05,0.7755,0.0509,0.9266,0.0272,0.8905,0.0237,0.8457,0.071,0.7333,0.0872,0.9501,0.0178,15.883,8.7906,18.9217,11.2304,19.8832,11.0335,17.9601,11.4588,9.8056,3.964
unet,resnet50,"[1.0, 2.0, 1.0]",15,0.7241,0.8961,0.0163,0.8141,0.0658,0.7288,0.0732,0.9358,0.0114,0.8155,0.0257,0.7332,0.0634,0.6183,0.0665,0.8822,0.0196,0.9032,0.0116,0.8568,0.0375,0.7661,0.0329,0.9293,0.0225,0.8906,0.0221,0.8204,0.0723,0.7558,0.0807,0.9458,0.0169,15.5924,8.3592,18.5315,10.6336,19.6425,10.7325,17.4205,10.552,9.7144,3.9066
unet,resnet50,"[1.0, 2.0, 2.0]",15,0.7345,0.8972,0.0127,0.8174,0.0609,0.7298,0.0684,0.9366,0.0102,0.8171,0.02,0.7354,0.06,0.6174,0.0631,0.8834,0.0175,0.9006,0.0124,0.8378,0.0487,0.7594,0.0513,0.9339,0.0215,0.895,0.016,0.8419,0.0575,0.7605,0.0717,0.9423,0.0191,14.4455,5.9297,17.1803,7.6764,18.1148,7.4014,16.2457,7.9684,8.9759,2.5447
unet,resnet50,"[1.0, 3.0, 1.0]",15,0.7184,0.8944,0.0167,0.8087,0.0647,0.7255,0.0749,0.9342,0.0107,0.8127,0.026,0.7258,0.0649,0.6142,0.0698,0.8793,0.0186,0.8991,0.0114,0.852,0.0408,0.7472,0.0352,0.9335,0.0209,0.8911,0.0224,0.8165,0.0768,0.7684,0.0865,0.9382,0.0161,16.0791,7.0091,18.9464,8.8231,19.9695,8.6449,17.9234,9.0309,10.3444,3.4732
unet,resnet50,"[2.0, 1.0, 1.0]",15,0.7319,0.8968,0.0138,0.8154,0.0602,0.7267,0.07,0.9376,0.0115,0.8167,0.0219,0.7341,0.0591,0.6142,0.0641,0.8852,0.0198,0.9055,0.01,0.8481,0.0451,0.7773,0.0407,0.9239,0.0227,0.8899,0.0183,0.8301,0.0654,0.7407,0.0724,0.9547,0.0133,14.7657,6.2774,17.3174,7.7907,17.9765,7.6551,16.6582,7.9839,9.6623,3.3244
unet,resnet50,"[2.0, 1.0, 2.0]",15,0.7281,0.8948,0.0156,0.8147,0.065,0.7163,0.0799,0.9369,0.012,0.8137,0.0245,0.7332,0.0648,0.6038,0.0733,0.884,0.0207,0.9053,0.0106,0.8377,0.0456,0.7825,0.0431,0.9197,0.0255,0.8871,0.0214,0.8356,0.0722,0.7194,0.0802,0.9579,0.0137,14.6036,6.6825,17.329,8.456,17.8599,7.7428,16.7981,9.215,9.1527,3.209
unet,resnet50,"[2.0, 2.0, 1.0]",15,0.7185,0.8955,0.0171,0.8054,0.0771,0.7229,0.0768,0.9364,0.0111,0.8145,0.0268,0.7251,0.0732,0.6129,0.0675,0.8831,0.0191,0.904,0.0103,0.8531,0.0436,0.7683,0.0369,0.9272,0.0216,0.8888,0.0242,0.8165,0.084,0.7462,0.0826,0.9491,0.015,15.7477,10.127,18.6449,12.6283,19.8035,12.6454,17.4862,12.6277,9.9534,5.1718
unet,resnet50,"[3.0, 1.0, 1.0]",15,0.7211,0.8958,0.0142,0.8151,0.0586,0.7229,0.071,0.9376,0.0106,0.8151,0.0224,0.7347,0.0584,0.6127,0.0645,0.8853,0.0184,0.9073,0.0091,0.8527,0.0295,0.7985,0.0319,0.9206,0.0222,0.8868,0.0201,0.8232,0.0757,0.7196,0.0764,0.9582,0.012,15.7537,8.3353,18.7286,10.3933,19.6373,10.0639,17.8198,10.7692,9.8041,4.2644
unet,resnet50,"[3.0, 1.0, 2.0]",15,0.7239,0.8947,0.0143,0.8154,0.0653,0.7217,0.0715,0.9367,0.0111,0.8134,0.0226,0.7354,0.0644,0.6099,0.0644,0.8837,0.019,0.9053,0.0118,0.8443,0.0398,0.7959,0.0399,0.9196,0.0228,0.8866,0.0189,0.8321,0.072,0.7159,0.0713,0.9577,0.0158,15.3335,7.8149,18.2719,9.7987,19.2918,9.4419,17.252,10.1766,9.4566,3.9001
unet,resnet50,"[3.0, 1.0, 3.0]",15,0.7158,0.8932,0.014,0.809,0.0665,0.7157,0.0769,0.9364,0.0118,0.811,0.0217,0.7265,0.0651,0.6032,0.0693,0.8833,0.0201,0.9032,0.0089,0.827,0.0506,0.793,0.042,0.9199,0.0253,0.8865,0.0207,0.8431,0.075,0.7139,0.077,0.9568,0.0127,16.0069,7.6923,18.8663,9.5171,20.1101,9.3746,17.6225,9.6996,10.2881,4.3175
unet,resnet50,"[3.0, 2.0, 1.0]",15,0.7096,0.895,0.0167,0.808,0.0712,0.7227,0.0784,0.9363,0.0119,0.8138,0.0263,0.7283,0.0677,0.6133,0.069,0.8831,0.0205,0.906,0.0107,0.8637,0.0329,0.7773,0.0279,0.9235,0.025,0.8865,0.024,0.8089,0.0838,0.7397,0.091,0.9529,0.0165,16.8525,9.9658,20.0957,12.5772,20.9663,12.4305,19.2251,12.7481,10.3659,4.7851
unet,resnet50,"[3.0, 2.0, 2.0]",15,0.7286,0.8968,0.0157,0.8161,0.0623,0.7258,0.0745,0.9377,0.0125,0.8168,0.0248,0.7351,0.0609,0.6147,0.0677,0.8854,0.0215,0.9065,0.0104,0.8538,0.0384,0.7803,0.0352,0.9235,0.0246,0.8892,0.0214,0.8266,0.0697,0.7373,0.0824,0.9554,0.0145,15.0544,6.8252,17.8053,8.6169,18.7994,8.6634,16.8113,8.6204,9.5526,3.2885
unet,resnet50,"[3.0, 3.0, 1.0]",15,0.7215,0.896,0.0162,0.8116,0.0627,0.7273,0.0767,0.9366,0.0114,0.8152,0.0255,0.7288,0.0596,0.6161,0.0701,0.8835,0.0196,0.9027,0.0116,0.8536,0.0503,0.7519,0.0382,0.9309,0.0212,0.8908,0.0218,0.8219,0.0659,0.7653,0.0811,0.9453,0.0151,15.8978,8.1641,18.7273,10.2888,19.9156,10.1462,17.5391,10.4788,10.2388,3.9982
unet,resnet50,"[4.0, 1.0, 1.0]",15,0.7204,0.8952,0.0159,0.8123,0.0787,0.7187,0.08,0.9373,0.0123,0.8143,0.025,0.7325,0.0742,0.607,0.0696,0.8849,0.0213,0.9078,0.0102,0.8499,0.0448,0.795,0.0408,0.9176,0.0229,0.8856,0.0226,0.8287,0.0847,0.7167,0.0759,0.961,0.0128,15.5805,9.7745,18.4831,11.9692,19.2435,11.3407,17.7227,12.658,9.7754,5.4512
