run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path
sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,67,33,1,False,val_loss,25,65,True,0.1836,0.9024,0.8084,0.7386,0.9395,0.8257,0.7285,0.6221,0.8893,0.9093,0.7991,0.8001,0.9192,0.8976,0.8924,0.7518,0.963,10.7346,12.4466,14.2866,10.6066,7.3106,"['ctrl_img_4', 'ctrl_img_21', 'ctrl_img_20', 'ctrl_img_5', 'ctrl_img_26', 'ctrl_img_10', 'ctrl_img_9', 'ctrl_img_16', 'ctrl_img_17', 'ctrl_img_27', 'regen_img_2', 'regen_img_15', 'regen_img_29', 'regen_img_23', 'regen_img_12', 'regen_img_3', 'regen_img_13', 'regen_img_14', 'regen_img_18', 'regen_img_7']","['ctrl_img_1', 'ctrl_img_22', 'ctrl_img_25', 'ctrl_img_8', 'ctrl_img_6', 'regen_img_30', 'regen_img_11', 'regen_img_19', 'regen_img_28', 'regen_img_24']",/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,67,33,2,False,val_loss,32,72,True,0.186,0.9,0.8604,0.7695,0.9434,0.8212,0.7717,0.6488,0.8946,0.8933,0.8504,0.7546,0.9563,0.9071,0.8815,0.8099,0.9321,12.9054,14.6971,16.2609,13.1332,9.3219,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,67,33,3,False,val_loss,20,60,True,0.236,0.8871,0.7549,0.6727,0.9239,0.8006,0.6744,0.5682,0.8624,0.8928,0.7891,0.7294,0.9242,0.8819,0.8085,0.7237,0.9265,16.2499,19.5005,21.303,17.698,9.7487,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,67,33,4,False,val_loss,20,60,True,0.2117,0.8936,0.875,0.791,0.9229,0.8106,0.7862,0.6642,0.8604,0.8936,0.8592,0.8017,0.9135,0.8942,0.8966,0.7893,0.9349,9.5513,10.4929,12.4293,8.5565,7.6682,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,67,33,5,False,val_loss,32,72,True,0.218,0.8895,0.8488,0.7437,0.9352,0.805,0.7577,0.6204,0.881,0.8989,0.8829,0.7897,0.9206,0.8812,0.831,0.731,0.9531,11.1762,12.8517,13.2764,12.427,7.8251,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,80,20,1,False,val_loss,21,61,True,0.1531,0.9122,0.7849,0.7322,0.9524,0.8422,0.7159,0.6264,0.9112,0.9204,0.7733,0.8065,0.9355,0.906,0.9002,0.7566,0.9724,10.7263,12.7674,14.6535,10.8813,6.6442,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,80,20,2,False,val_loss,39,79,True,0.1821,0.9013,0.8461,0.7544,0.952,0.8241,0.7567,0.6337,0.9094,0.8978,0.8669,0.734,0.9651,0.906,0.837,0.7992,0.94,13.8452,15.8364,16.9195,14.7532,9.8627,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,80,20,3,False,val_loss,20,60,True,0.2024,0.8916,0.7391,0.6675,0.9342,0.8077,0.6671,0.5719,0.8796,0.8919,0.7672,0.6974,0.9473,0.8916,0.8317,0.7764,0.925,16.4796,20.0693,21.6295,18.5091,9.3004,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,80,20,4,False,val_loss,17,57,True,0.2036,0.898,0.8741,0.791,0.9323,0.8179,0.7849,0.6665,0.8759,0.8988,0.8722,0.8007,0.928,0.8972,0.8791,0.7858,0.9375,7.7253,8.3856,9.8554,6.9157,6.4048,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,80,20,5,False,val_loss,21,61,True,0.2316,0.8868,0.8325,0.7239,0.9271,0.8006,0.7416,0.6025,0.8677,0.8983,0.8711,0.7832,0.9082,0.8769,0.8165,0.7065,0.9504,13.2468,15.5891,15.6412,15.5371,8.5621,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__80_20__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,93,7,1,False,val_loss,28,68,True,0.1612,0.9015,0.8753,0.7951,0.9523,0.824,0.7831,0.6695,0.9102,0.9035,0.874,0.7889,0.9429,0.8998,0.8784,0.8143,0.963,10.3042,11.2481,13.5282,8.9679,8.4163,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,93,7,2,False,val_loss,13,53,True,0.2319,0.8743,0.7678,0.6542,0.933,0.7815,0.6684,0.5341,0.8751,0.8761,0.7866,0.7109,0.9417,0.8726,0.7759,0.6493,0.9266,22.9311,26.9415,28.6626,25.2204,14.9103,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,93,7,3,False,val_loss,31,71,True,0.2565,0.8662,0.7423,0.6101,0.9344,0.7701,0.6535,0.5118,0.8784,0.8841,0.843,0.7505,0.9323,0.8506,0.7095,0.6061,0.942,23.4316,29.0877,24.0295,34.1458,12.1196,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,93,7,4,False,val_loss,23,63,True,0.18,0.8993,0.8657,0.7661,0.926,0.8201,0.7757,0.6399,0.8641,0.9052,0.8576,0.8062,0.9001,0.8946,0.8776,0.7334,0.9555,9.4974,10.3733,11.9485,8.798,7.7457,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 1.0]",30,93,7,5,False,val_loss,7,47,True,0.2357,0.8723,0.7715,0.6202,0.9173,0.7788,0.689,0.5097,0.8491,0.8982,0.8215,0.7417,0.8686,0.855,0.7612,0.5959,0.9749,18.8704,23.0059,20.6899,25.3219,10.5994,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_1__93_7__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,67,33,1,False,val_loss,25,65,True,0.1846,0.8999,0.8092,0.729,0.9399,0.8218,0.7276,0.6113,0.8899,0.9053,0.7834,0.801,0.9224,0.8978,0.9061,0.7371,0.9601,10.7188,12.2663,14.7816,9.751,7.6238,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,67,33,2,False,val_loss,38,78,True,0.1915,0.9002,0.8606,0.7661,0.9418,0.8216,0.7717,0.6463,0.8921,0.8952,0.8567,0.7687,0.9548,0.9056,0.8753,0.7926,0.9308,12.8828,14.8757,16.6704,13.081,8.8971,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,67,33,3,False,val_loss,18,58,True,0.2433,0.8863,0.755,0.6682,0.9224,0.7992,0.6725,0.565,0.8601,0.8882,0.7666,0.728,0.9278,0.8844,0.8302,0.7181,0.92,16.6578,19.9474,22.2304,17.6645,10.0785,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,67,33,4,False,val_loss,26,66,True,0.2057,0.8934,0.8795,0.7885,0.923,0.8104,0.7914,0.6607,0.8608,0.8947,0.8524,0.8228,0.9089,0.8936,0.9115,0.7624,0.9403,8.9093,9.7993,11.7701,7.8285,7.1293,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,67,33,5,False,val_loss,27,67,True,0.2269,0.8879,0.8466,0.7418,0.9343,0.8025,0.7555,0.6191,0.8792,0.8936,0.8631,0.7852,0.9241,0.8832,0.8479,0.7342,0.9474,12.0024,13.679,13.7136,13.6445,8.6491,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,80,20,1,False,val_loss,26,66,True,0.1533,0.9112,0.7709,0.6975,0.9522,0.8406,0.7008,0.5909,0.9108,0.9181,0.7529,0.7617,0.9364,0.9067,0.9124,0.7608,0.9711,13.2001,15.2055,17.1194,13.2915,9.1894,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,80,20,2,False,val_loss,39,79,True,0.1912,0.8986,0.8439,0.7436,0.9494,0.8198,0.7556,0.622,0.9048,0.8923,0.8502,0.7324,0.9654,0.9056,0.854,0.7849,0.9348,14.5771,16.5529,17.5847,15.5211,10.6255,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,80,20,3,False,val_loss,19,59,True,0.2084,0.8908,0.7287,0.6689,0.932,0.8064,0.6569,0.5747,0.876,0.8876,0.741,0.6975,0.9501,0.8942,0.8442,0.7718,0.9181,17.3195,21.1158,22.8416,19.39,9.7269,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,80,20,4,False,val_loss,15,55,True,0.2029,0.8913,0.8735,0.7677,0.9296,0.8078,0.7834,0.6377,0.8719,0.8986,0.8427,0.8506,0.9054,0.8878,0.9104,0.7075,0.9573,7.2515,7.9499,9.1796,6.7202,5.8546,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,80,20,5,False,val_loss,22,62,True,0.2341,0.8883,0.8315,0.7295,0.9268,0.8029,0.7418,0.6103,0.8676,0.8931,0.8449,0.7838,0.9207,0.8842,0.8406,0.7156,0.9369,13.3537,15.6401,15.0925,16.1877,8.781,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__80_20__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,93,7,1,False,val_loss,25,65,True,0.1652,0.9004,0.8765,0.7952,0.9515,0.8222,0.7839,0.6692,0.9089,0.9009,0.8488,0.8067,0.9426,0.9014,0.9074,0.7918,0.9617,10.4651,11.514,14.6766,8.3514,8.3673,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,93,7,2,False,val_loss,13,53,True,0.2389,0.8728,0.7631,0.6369,0.9338,0.7793,0.6648,0.5217,0.8766,0.8755,0.7703,0.7094,0.9388,0.8703,0.7801,0.6198,0.9309,23.8139,28.5467,30.0269,27.0666,14.3481,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,93,7,3,False,val_loss,20,60,True,0.2614,0.863,0.7177,0.5622,0.9347,0.7656,0.6312,0.4685,0.879,0.8822,0.7941,0.7202,0.9305,0.847,0.7237,0.5841,0.9448,25.9032,32.8121,26.2439,39.3803,12.0855,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,93,7,4,False,val_loss,20,60,True,0.1733,0.9018,0.8676,0.7732,0.9274,0.824,0.7787,0.6487,0.8665,0.9052,0.8539,0.8031,0.9096,0.899,0.8863,0.7486,0.9477,8.9142,9.592,10.5558,8.6282,7.5588,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 2.0]",30,93,7,5,False,val_loss,10,50,True,0.2365,0.8772,0.7681,0.6306,0.9239,0.7859,0.6833,0.5234,0.8601,0.9047,0.8025,0.7664,0.8766,0.8604,0.7769,0.59,0.9784,19.6068,24.2948,21.5866,27.0029,10.2309,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_2__93_7__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,67,33,1,False,val_loss,18,58,True,0.1876,0.9028,0.8058,0.7383,0.9404,0.8262,0.7241,0.6231,0.8907,0.9035,0.7793,0.7815,0.9316,0.9036,0.9073,0.7675,0.9509,11.6457,13.4137,15.8657,10.9617,8.1096,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,67,33,2,False,val_loss,25,65,True,0.1922,0.9008,0.8584,0.7608,0.9457,0.8228,0.7706,0.6425,0.899,0.9,0.8531,0.7864,0.9462,0.9019,0.8751,0.7679,0.9468,12.4729,14.4262,15.8667,12.9857,8.5663,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,67,33,3,False,val_loss,19,59,True,0.2536,0.8858,0.748,0.6647,0.9218,0.7985,0.6673,0.5627,0.8592,0.8872,0.7503,0.7346,0.9262,0.8845,0.8371,0.7078,0.9207,18.1995,22.0519,23.3851,20.7187,10.4947,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,67,33,4,False,val_loss,22,62,True,0.2013,0.8933,0.878,0.7887,0.9235,0.8101,0.7893,0.6611,0.8613,0.8927,0.8471,0.8149,0.9153,0.8951,0.9147,0.7698,0.9339,9.0829,9.9546,12.0473,7.8619,7.3395,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,67,33,5,False,val_loss,28,68,True,0.226,0.8847,0.8371,0.7238,0.9337,0.7976,0.7473,0.6036,0.8784,0.8956,0.862,0.8014,0.9156,0.8763,0.8387,0.7042,0.9557,13.2155,15.4505,14.5951,16.306,8.7453,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__67_33__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,80,20,1,False,val_loss,37,77,True,0.1471,0.9079,0.7707,0.6924,0.9512,0.8353,0.6993,0.583,0.9091,0.9165,0.747,0.7714,0.9334,0.9029,0.9169,0.742,0.9723,13.1844,15.6497,17.2934,14.0059,8.2539,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed1/result.json
sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed2,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,80,20,2,False,val_loss,54,94,True,0.1914,0.9025,0.8523,0.7511,0.9519,0.8261,0.7651,0.6309,0.9094,0.8985,0.8583,0.7494,0.9634,0.9066,0.8573,0.7756,0.9416,13.7529,15.7792,16.952,14.6063,9.7004,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed2/result.json
sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed3,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,80,20,3,False,val_loss,19,59,True,0.2058,0.8906,0.7267,0.6587,0.9322,0.8062,0.6554,0.568,0.8765,0.8885,0.7428,0.709,0.9487,0.8929,0.8417,0.7597,0.9203,17.6307,21.7672,22.1171,21.4173,9.3576,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed3/result.json
sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed4,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,80,20,4,False,val_loss,23,63,True,0.2003,0.896,0.8751,0.783,0.932,0.8149,0.7861,0.6565,0.8757,0.898,0.8512,0.8261,0.9213,0.8952,0.9036,0.7495,0.9441,7.5171,8.2271,9.8067,6.6475,6.097,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed4/result.json
sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed5,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,80,20,5,False,val_loss,36,76,True,0.2441,0.8877,0.8252,0.7084,0.9263,0.802,0.7373,0.5931,0.8668,0.8958,0.8519,0.7809,0.9178,0.8807,0.829,0.6973,0.9398,14.3511,16.921,15.8343,18.0077,9.2113,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__80_20__seed5/result.json
sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed1,sweep,1,deeplabv3+,resnet34,"[1.0, 1.0, 3.0]",30,93,7,1,False,val_loss,21,61,True,0.1686,0.8991,0.8754,0.7913,0.9517,0.8202,0.782,0.6637,0.9094,0.9,0.8416,0.8116,0.942,0.9003,0.9133,0.7787,0.9629,10.1769,11.0944,14.1165,8.0723,8.3421,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__deeplabv3+__resnet34__cw1_1_3__93_7__seed1/result.json
