run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path
sw__unet__densenet169__cw3_2_1__80_20__seed5,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,80,20,5,False,val_loss,21,61,True,0.1828,0.8929,0.827,0.7392,0.929,0.8099,0.7416,0.6208,0.8713,0.9057,0.9076,0.7899,0.9141,0.8816,0.7916,0.732,0.948,13.1451,15.8148,16.9282,14.7014,7.8057,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__80_20__seed5/result.json
sw__unet__densenet169__cw3_2_1__93_7__seed1,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,93,7,1,False,val_loss,12,52,True,0.1059,0.9155,0.8971,0.8185,0.9576,0.8469,0.8174,0.7007,0.9197,0.9209,0.9041,0.8165,0.944,0.9106,0.8921,0.8301,0.9728,8.7526,9.6007,10.8405,8.361,7.0564,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__93_7__seed1/result.json
sw__unet__densenet169__cw3_2_1__93_7__seed2,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,93,7,2,False,val_loss,10,50,True,0.1813,0.8787,0.7306,0.6134,0.9406,0.7884,0.6387,0.5121,0.8887,0.9041,0.8235,0.7988,0.9202,0.858,0.6869,0.5769,0.9641,33.59,40.5507,42.006,39.0955,19.6684,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__93_7__seed2/result.json
sw__unet__densenet169__cw3_2_1__93_7__seed3,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,93,7,3,False,val_loss,6,46,True,0.1889,0.874,0.7455,0.6342,0.9347,0.7816,0.6587,0.5259,0.879,0.8838,0.8485,0.7043,0.9431,0.8656,0.7175,0.6699,0.9313,24.5175,30.204,31.0098,29.3982,13.1446,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__93_7__seed3/result.json
sw__unet__densenet169__cw3_2_1__93_7__seed4,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,93,7,4,False,val_loss,18,58,True,0.1368,0.9095,0.8708,0.7974,0.9317,0.8365,0.7856,0.6771,0.8741,0.9163,0.8859,0.8197,0.9063,0.9035,0.8661,0.7777,0.9602,8.5646,9.2599,10.7376,7.7821,7.1741,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__93_7__seed4/result.json
sw__unet__densenet169__cw3_2_1__93_7__seed5,sweep,1,unet,densenet169,"[3.0, 2.0, 1.0]",30,93,7,5,False,val_loss,17,57,True,0.1891,0.8731,0.7453,0.604,0.9184,0.7795,0.6626,0.4993,0.8508,0.9101,0.8412,0.7619,0.8621,0.8496,0.7204,0.5687,0.9845,26.3038,32.9193,32.8802,32.9584,13.0728,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_1__93_7__seed5/result.json
sw__unet__densenet169__cw3_2_2__67_33__seed1,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,67,33,1,False,val_loss,13,53,True,0.1482,0.9113,0.8256,0.7483,0.9431,0.8401,0.7523,0.6392,0.8957,0.9186,0.8295,0.7898,0.9235,0.9053,0.8897,0.7815,0.9655,11.0259,12.831,14.0081,11.6538,7.4157,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__67_33__seed1/result.json
sw__unet__densenet169__cw3_2_2__67_33__seed2,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,67,33,2,False,val_loss,12,52,True,0.1424,0.9096,0.8619,0.7834,0.949,0.8368,0.7809,0.6729,0.9051,0.9152,0.9173,0.7957,0.9444,0.9046,0.8288,0.8144,0.9557,13.0601,15.4175,16.7028,14.1323,8.3453,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__67_33__seed2/result.json
sw__unet__densenet169__cw3_2_2__67_33__seed3,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,67,33,3,False,val_loss,22,62,True,0.2064,0.8864,0.7512,0.6602,0.9234,0.7995,0.6726,0.5569,0.8624,0.8937,0.7849,0.718,0.9169,0.8797,0.804,0.7167,0.9333,16.7777,20.2451,21.5723,18.9179,9.843,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__67_33__seed3/result.json
sw__unet__densenet169__cw3_2_2__67_33__seed4,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,67,33,4,False,val_loss,19,59,True,0.164,0.9026,0.8925,0.816,0.9274,0.825,0.8107,0.6959,0.8682,0.9009,0.88,0.8157,0.9268,0.9046,0.9082,0.8221,0.9297,7.6816,8.4746,9.7017,7.2474,6.0958,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__67_33__seed4/result.json
sw__unet__densenet169__cw3_2_2__67_33__seed5,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,67,33,5,False,val_loss,12,52,True,0.1798,0.8979,0.8625,0.7627,0.9378,0.8182,0.7772,0.6421,0.8861,0.9041,0.8872,0.7969,0.9305,0.8922,0.8519,0.7587,0.9486,10.5761,12.1764,12.9419,11.4109,7.3754,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__67_33__seed5/result.json
sw__unet__densenet169__cw3_2_2__80_20__seed1,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,80,20,1,False,val_loss,19,59,True,0.1128,0.9215,0.7807,0.7024,0.9567,0.8576,0.7192,0.6023,0.9188,0.9313,0.7835,0.7626,0.9372,0.914,0.904,0.7701,0.9793,11.9895,14.2403,13.8495,14.6311,7.4878,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__80_20__seed1/result.json
sw__unet__densenet169__cw3_2_2__80_20__seed2,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,80,20,2,False,val_loss,24,64,True,0.1326,0.911,0.8566,0.7665,0.9562,0.8398,0.774,0.6516,0.917,0.9097,0.8794,0.763,0.9653,0.9129,0.8433,0.7995,0.9483,13.393,15.7078,16.8633,14.5524,8.7634,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__80_20__seed2/result.json
sw__unet__densenet169__cw3_2_2__80_20__seed3,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,80,20,3,False,val_loss,12,52,True,0.1588,0.8996,0.752,0.6699,0.9392,0.8208,0.6837,0.5743,0.8882,0.8979,0.7786,0.6691,0.956,0.9024,0.8464,0.8064,0.9251,15.4799,18.6465,19.6081,17.685,9.1466,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__80_20__seed3/result.json
sw__unet__densenet169__cw3_2_2__80_20__seed4,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,80,20,4,False,val_loss,19,59,True,0.1539,0.9109,0.8961,0.8214,0.9392,0.8389,0.8176,0.7055,0.8883,0.9141,0.8866,0.8594,0.9262,0.9086,0.9077,0.7903,0.9538,6.2181,7.0441,7.9257,6.1625,4.5662,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__80_20__seed4/result.json
sw__unet__densenet169__cw3_2_2__80_20__seed5,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,80,20,5,False,val_loss,23,63,True,0.1846,0.8941,0.8372,0.7361,0.9303,0.812,0.7502,0.6175,0.8735,0.9023,0.8648,0.791,0.9185,0.8868,0.8315,0.7271,0.946,13.032,15.1239,16.0338,14.2141,8.8482,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__80_20__seed5/result.json
sw__unet__densenet169__cw3_2_2__93_7__seed1,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,93,7,1,False,val_loss,13,53,True,0.1153,0.9118,0.8909,0.817,0.9559,0.8407,0.8073,0.6976,0.9168,0.9183,0.8998,0.8183,0.9406,0.9058,0.8839,0.8254,0.9731,8.4985,9.5343,11.665,7.4036,6.4267,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__93_7__seed1/result.json
sw__unet__densenet169__cw3_2_2__93_7__seed2,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,93,7,2,False,val_loss,13,53,True,0.2008,0.8765,0.7009,0.5985,0.9401,0.7849,0.6142,0.5022,0.888,0.9072,0.8812,0.78,0.9183,0.852,0.6415,0.571,0.9657,35.1746,42.5243,42.6173,42.4313,20.4752,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__93_7__seed2/result.json
sw__unet__densenet169__cw3_2_2__93_7__seed3,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,93,7,3,False,val_loss,12,52,True,0.2127,0.875,0.751,0.6109,0.9359,0.7832,0.663,0.5019,0.8809,0.882,0.824,0.6667,0.9451,0.8685,0.748,0.6657,0.9314,26.6699,33.8098,34.2649,33.3546,12.3901,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__93_7__seed3/result.json
sw__unet__densenet169__cw3_2_2__93_7__seed4,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,93,7,4,False,val_loss,9,49,True,0.1435,0.9088,0.8795,0.7757,0.9302,0.8356,0.7981,0.6527,0.8714,0.9213,0.9069,0.8437,0.8935,0.8988,0.864,0.7316,0.9715,7.4102,7.9423,8.8189,7.0658,6.3458,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__93_7__seed4/result.json
sw__unet__densenet169__cw3_2_2__93_7__seed5,sweep,1,unet,densenet169,"[3.0, 2.0, 2.0]",30,93,7,5,False,val_loss,16,56,True,0.201,0.8717,0.7061,0.5814,0.9189,0.7774,0.6263,0.4832,0.8517,0.9142,0.8036,0.7857,0.8598,0.846,0.7008,0.5433,0.9888,28.1167,34.207,33.4651,34.9489,15.9361,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_2_2__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_2_2__93_7__seed5/result.json
sw__unet__densenet169__cw3_3_1__67_33__seed1,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,67,33,1,False,val_loss,29,69,True,0.1508,0.911,0.8236,0.7554,0.9424,0.8393,0.7501,0.6469,0.8945,0.9172,0.8361,0.7878,0.9251,0.9055,0.8797,0.7966,0.9621,11.1207,13.2267,14.5498,11.9036,6.9087,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__67_33__seed1/result.json
sw__unet__densenet169__cw3_3_1__67_33__seed2,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,67,33,2,False,val_loss,12,52,True,0.158,0.9046,0.8559,0.7818,0.9489,0.8288,0.7673,0.6643,0.9048,0.9113,0.9359,0.7528,0.9478,0.9007,0.8012,0.846,0.9519,12.5863,14.4265,15.0827,13.7702,8.906,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__67_33__seed2/result.json
sw__unet__densenet169__cw3_3_1__67_33__seed3,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,67,33,3,False,val_loss,20,60,True,0.2187,0.88,0.7193,0.6554,0.92,0.7891,0.6562,0.5688,0.8568,0.8963,0.8418,0.7671,0.9143,0.8672,0.7177,0.695,0.9308,26.4066,32.0091,32.6853,31.3328,15.2017,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__67_33__seed3/result.json
sw__unet__densenet169__cw3_3_1__67_33__seed4,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,67,33,4,False,val_loss,20,60,True,0.1877,0.9011,0.8872,0.814,0.9251,0.8224,0.8037,0.6936,0.8645,0.9017,0.8867,0.8105,0.9163,0.9005,0.8921,0.8265,0.9365,8.8732,9.7423,11.3082,8.1764,7.1349,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__67_33__seed4/result.json
sw__unet__densenet169__cw3_3_1__67_33__seed5,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,67,33,5,False,val_loss,17,57,True,0.1881,0.8947,0.8323,0.7492,0.9379,0.8129,0.7478,0.6327,0.886,0.9071,0.9204,0.7727,0.9249,0.8839,0.7927,0.7683,0.9544,15.2469,18.0794,18.4236,17.7351,9.5821,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__67_33__seed5/result.json
sw__unet__densenet169__cw3_3_1__80_20__seed1,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,80,20,1,False,val_loss,17,57,True,0.1273,0.921,0.8021,0.7149,0.9556,0.8566,0.7397,0.6153,0.9168,0.9303,0.8043,0.7592,0.9374,0.9129,0.8939,0.7842,0.9768,12.8165,15.2771,15.699,14.8552,7.8955,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__80_20__seed1/result.json
sw__unet__densenet169__cw3_3_1__80_20__seed2,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,80,20,2,False,val_loss,13,53,True,0.1514,0.9049,0.8333,0.7431,0.9525,0.8298,0.751,0.6308,0.9105,0.9095,0.913,0.7656,0.9601,0.9022,0.7876,0.7825,0.9469,16.9221,20.2182,20.9812,19.4552,10.33,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__80_20__seed2/result.json
sw__unet__densenet169__cw3_3_1__80_20__seed3,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,80,20,3,False,val_loss,20,60,True,0.1743,0.8982,0.7293,0.6728,0.9387,0.8183,0.6624,0.5793,0.8874,0.8965,0.7708,0.6698,0.9551,0.901,0.8267,0.806,0.9249,16.6668,20.4376,19.424,21.4512,9.1254,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__80_20__seed3/result.json
sw__unet__densenet169__cw3_3_1__80_20__seed4,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,80,20,4,False,val_loss,29,69,True,0.1656,0.9088,0.8909,0.8212,0.9353,0.8353,0.8095,0.7052,0.8818,0.9117,0.9176,0.8237,0.9363,0.9062,0.8692,0.8228,0.9362,6.817,7.6266,8.7371,6.516,5.1977,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__80_20__seed4/result.json
sw__unet__densenet169__cw3_3_1__80_20__seed5,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,80,20,5,False,val_loss,14,54,True,0.1994,0.8941,0.8377,0.7533,0.931,0.8119,0.7492,0.6335,0.8747,0.9056,0.8963,0.7832,0.9182,0.884,0.8059,0.7516,0.9476,11.4185,13.3749,14.7824,11.9674,7.5056,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__80_20__seed5/result.json
sw__unet__densenet169__cw3_3_1__93_7__seed1,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,93,7,1,False,val_loss,8,48,True,0.125,0.9129,0.8906,0.8137,0.956,0.8424,0.8074,0.6946,0.9169,0.9168,0.8957,0.8078,0.9438,0.9093,0.8875,0.8314,0.9698,9.6399,10.7573,12.4716,9.0431,7.405,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__93_7__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__93_7__seed1/result.json
sw__unet__densenet169__cw3_3_1__93_7__seed2,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,93,7,2,False,val_loss,9,49,True,0.2148,0.8849,0.7703,0.6611,0.9419,0.7978,0.6718,0.549,0.891,0.8975,0.8175,0.7401,0.9337,0.8736,0.7449,0.6314,0.9519,23.3033,27.6759,29.5003,25.8514,14.558,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__93_7__seed2/result.json
sw__unet__densenet169__cw3_3_1__93_7__seed3,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,93,7,3,False,val_loss,7,47,True,0.2168,0.8644,0.7033,0.5815,0.9298,0.7668,0.6203,0.4775,0.8706,0.8792,0.8353,0.6868,0.9373,0.8521,0.6827,0.6456,0.9291,27.4381,32.4753,32.7641,32.1864,17.3637,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__93_7__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__93_7__seed3/result.json
sw__unet__densenet169__cw3_3_1__93_7__seed4,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,93,7,4,False,val_loss,13,53,True,0.1451,0.911,0.8819,0.7925,0.9334,0.8388,0.7981,0.6734,0.8768,0.9172,0.8961,0.812,0.9113,0.9053,0.8704,0.7841,0.958,8.0368,8.8058,9.4235,8.1881,6.4988,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__93_7__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__93_7__seed4/result.json
sw__unet__densenet169__cw3_3_1__93_7__seed5,sweep,1,unet,densenet169,"[3.0, 3.0, 1.0]",30,93,7,5,False,val_loss,17,57,True,0.2165,0.873,0.7116,0.6127,0.9197,0.779,0.6359,0.5138,0.853,0.9123,0.857,0.785,0.8634,0.8476,0.6813,0.5662,0.9857,25.769,31.0466,33.643,28.4502,15.2138,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw3_3_1__93_7__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw3_3_1__93_7__seed5/result.json
sw__unet__densenet169__cw4_1_1__67_33__seed1,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,67,33,1,False,val_loss,24,64,True,0.1082,0.9074,0.8421,0.7553,0.9401,0.8339,0.769,0.6429,0.8908,0.9183,0.8448,0.8255,0.9134,0.8994,0.8917,0.754,0.9709,9.5057,11.3854,11.8269,10.9439,5.7464,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__67_33__seed1/result.json
sw__unet__densenet169__cw4_1_1__67_33__seed2,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,67,33,2,False,val_loss,20,60,True,0.1005,0.9145,0.8775,0.7956,0.9521,0.8451,0.7993,0.6841,0.9106,0.9177,0.8877,0.8124,0.9455,0.9115,0.8726,0.7992,0.9604,10.5284,12.2559,13.8471,10.6647,7.0735,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__67_33__seed2/result.json
sw__unet__densenet169__cw4_1_1__67_33__seed3,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,67,33,3,False,val_loss,23,63,True,0.1455,0.8875,0.7525,0.6561,0.9254,0.8014,0.6803,0.5591,0.8657,0.9001,0.8019,0.7587,0.9099,0.8765,0.7826,0.6843,0.9451,18.4225,22.7576,23.8643,21.6509,9.7523,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__67_33__seed3/result.json
sw__unet__densenet169__cw4_1_1__67_33__seed4,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,67,33,4,False,val_loss,22,62,True,0.1301,0.8986,0.8938,0.8029,0.924,0.8189,0.8128,0.6788,0.8631,0.9063,0.8853,0.8583,0.8942,0.8936,0.9053,0.7603,0.9595,7.6876,8.5505,9.9654,7.1356,5.9617,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__67_33__seed4/result.json
sw__unet__densenet169__cw4_1_1__67_33__seed5,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,67,33,5,False,val_loss,16,56,True,0.1224,0.8947,0.8518,0.7498,0.938,0.8132,0.7661,0.6279,0.8858,0.9105,0.9072,0.801,0.9133,0.8811,0.8191,0.7349,0.9665,12.5526,14.8429,15.4975,14.1883,7.972,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__67_33__seed5/result.json
sw__unet__densenet169__cw4_1_1__80_20__seed1,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,80,20,1,False,val_loss,19,59,True,0.0843,0.9175,0.7828,0.6937,0.9549,0.851,0.719,0.5905,0.9156,0.928,0.7661,0.7625,0.9346,0.91,0.9112,0.7576,0.9786,13.6192,15.9021,17.4281,14.3761,9.0532,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__80_20__seed1/result.json
sw__unet__densenet169__cw4_1_1__80_20__seed2,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,80,20,2,False,val_loss,27,67,True,0.0988,0.9096,0.8438,0.7476,0.9578,0.8376,0.7632,0.637,0.9199,0.9143,0.8737,0.793,0.9572,0.905,0.8289,0.7485,0.9595,14.4493,17.1875,17.8787,16.4963,8.9728,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__80_20__seed2/result.json
sw__unet__densenet169__cw4_1_1__80_20__seed3,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,80,20,3,False,val_loss,21,61,True,0.1119,0.9003,0.7799,0.7056,0.942,0.8218,0.7125,0.6158,0.8932,0.9047,0.8343,0.7445,0.9465,0.8964,0.8242,0.7796,0.9399,15.463,18.6872,19.01,18.3644,9.0145,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__80_20__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__80_20__seed3/result.json
sw__unet__densenet169__cw4_1_1__80_20__seed4,sweep,1,unet,densenet169,"[4.0, 1.0, 1.0]",30,80,20,4,False,val_loss,29,69,True,0.1135,0.9077,0.8908,0.8079,0.9373,0.8337,0.8098,0.6891,0.8848,0.912,0.8911,0.8445,0.9247,0.904,0.8927,0.7812,0.9512,6.7765,7.6139,8.5406,6.6872,5.1016,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__unet__densenet169__cw4_1_1__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__unet__densenet169__cw4_1_1__80_20__seed4/result.json
