run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path,collapse_pct_arch,collapse_pct_encoder,collapse_pct_combo
sw__manet__efficientnet-b4__cw2_2_1__67_33__seed3,sweep,1,manet,efficientnet-b4,"[2.0, 2.0, 1.0]",30,67,33,3,False,val_loss,9,49,True,0.8606,0.4495,0.1976,0.2436,0.7453,0.323,0.1494,0.1838,0.6397,0.7977,0.8425,0.7612,0.6441,0.4468,0.2219,0.2654,0.9929,69.6858,78.8602,74.5852,83.1353,51.337,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw2_2_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw2_2_1__67_33__seed3/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw2_2_1__67_33__seed4,sweep,1,manet,efficientnet-b4,"[2.0, 2.0, 1.0]",30,67,33,4,False,val_loss,1,41,True,0.9266,0.2835,0.1075,0.0644,0.6703,0.2068,0.0635,0.0361,0.5453,0.7018,0.9087,0.8217,0.5458,0.3583,0.0655,0.0378,0.9986,88.7287,99.6479,92.8611,106.4348,66.8904,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw2_2_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw2_2_1__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw2_2_1__80_20__seed1,sweep,1,manet,efficientnet-b4,"[2.0, 2.0, 1.0]",30,80,20,1,False,val_loss,2,42,True,0.7163,0.3862,0.16,0.1245,0.7678,0.2878,0.1068,0.0749,0.6616,0.8002,0.8498,0.6025,0.6622,0.3997,0.208,0.1857,0.9989,81.5342,97.7965,83.6178,111.9752,49.0097,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw2_2_1__80_20__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw2_2_1__80_20__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw2_2_1__80_20__seed2,sweep,1,manet,efficientnet-b4,"[2.0, 2.0, 1.0]",30,80,20,2,False,val_loss,3,43,True,0.8302,0.4719,0.1974,0.1493,0.7974,0.3482,0.144,0.0989,0.6852,0.8238,0.9341,0.9238,0.6862,0.4535,0.1535,0.1031,0.998,71.8382,79.4447,83.0718,75.8176,56.6252,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw2_2_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw2_2_1__80_20__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw2_2_1__93_7__seed2,sweep,1,manet,efficientnet-b4,"[2.0, 2.0, 1.0]",30,93,7,2,False,val_loss,2,42,True,0.7652,0.4517,0.1826,0.1622,0.7828,0.3314,0.1163,0.1025,0.6647,0.807,0.7741,0.8027,0.6654,0.4414,0.1204,0.1057,0.9981,67.8877,81.7388,86.4302,77.0474,40.1855,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw2_2_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw2_2_1__93_7__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_1__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 1.0]",30,67,33,1,False,val_loss,2,42,True,0.6422,0.3054,0.1272,0.0815,0.7262,0.232,0.0953,0.056,0.6147,0.754,0.9369,0.7087,0.6148,0.3602,0.114,0.0974,0.9997,96.2117,113.7304,104.5878,122.873,61.1744,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_1__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 1.0]",30,67,33,2,False,val_loss,2,42,True,0.5777,0.2995,0.056,0.0323,0.7418,0.2302,0.0352,0.0188,0.6213,0.7794,0.9558,0.9333,0.6213,0.356,0.0366,0.0192,0.9999,95.7982,105.5971,109.2754,101.9188,76.2004,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_1__67_33__seed4,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 1.0]",30,67,33,4,False,val_loss,2,42,True,0.6861,0.4112,0.2189,0.2641,0.7082,0.2909,0.1444,0.165,0.59,0.7149,0.9479,0.5475,0.5925,0.4318,0.1455,0.2093,0.9938,63.7481,79.1311,106.2903,51.972,32.982,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_1__67_33__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 1.0]",30,67,33,5,False,val_loss,2,42,True,0.5962,0.3201,0.0978,0.0544,0.7297,0.2385,0.07,0.0376,0.6053,0.7783,0.972,0.8435,0.6054,0.3697,0.0718,0.0388,0.9998,91.485,102.2516,101.0441,103.4591,69.9519,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_1__67_33__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_1__80_20__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 1.0]",30,80,20,5,False,val_loss,2,42,True,0.6278,0.4832,0.353,0.23,0.7554,0.3504,0.2463,0.1507,0.6409,0.7478,0.8324,0.6924,0.6424,0.471,0.26,0.1633,0.9966,49.4448,60.256,61.9641,58.5479,27.8225,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_1__80_20__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,67,33,1,False,val_loss,2,42,True,0.7962,0.3148,0.1527,0.0842,0.7271,0.2376,0.1156,0.0665,0.6155,0.7771,0.9401,0.8508,0.6156,0.3655,0.1336,0.0862,0.9999,88.6474,101.3294,96.3042,106.3545,63.2834,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,67,33,2,False,val_loss,2,42,True,0.6713,0.3157,0.0999,0.0453,0.7446,0.2398,0.0621,0.0257,0.6254,0.7755,0.9358,0.9345,0.6255,0.3646,0.0649,0.0261,0.9999,69.4556,70.1894,71.6841,68.6946,67.9881,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__67_33__seed3,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,67,33,3,False,val_loss,1,41,True,0.7554,0.4233,0.1154,0.2727,0.7312,0.3092,0.0759,0.1742,0.6161,0.7098,0.7629,0.4971,0.6258,0.4369,0.1499,0.2816,0.9564,62.6187,80.9196,118.6965,43.1426,26.017,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed3/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__67_33__seed4,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,67,33,4,False,val_loss,2,42,True,0.7683,0.4366,0.3152,0.2598,0.7131,0.3086,0.2246,0.1638,0.597,0.7052,0.9401,0.5551,0.5991,0.4472,0.2315,0.1943,0.9949,55.6519,68.8637,87.4534,50.274,29.2283,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__67_33__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,67,33,5,False,val_loss,2,42,True,0.689,0.3338,0.115,0.0674,0.7343,0.2472,0.0812,0.0453,0.6107,0.7254,0.9622,0.7991,0.6109,0.3768,0.0835,0.0486,0.9995,77.7641,83.1984,89.3428,77.0541,66.8956,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__67_33__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__80_20__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,80,20,5,False,val_loss,2,42,True,0.7405,0.4379,0.2975,0.1748,0.7428,0.3163,0.2068,0.1083,0.6283,0.7513,0.7308,0.719,0.6298,0.4406,0.2365,0.1278,0.9967,51.2299,62.8263,62.7129,62.9396,28.0371,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__80_20__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_2__93_7__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 2.0]",30,93,7,2,False,val_loss,2,42,True,0.7798,0.4737,0.194,0.1705,0.7911,0.3485,0.1266,0.1097,0.6738,0.7837,0.6113,0.8037,0.6747,0.4582,0.1401,0.1114,0.9973,68.8515,82.8909,87.4376,78.3443,40.7725,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_2__93_7__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,67,33,1,False,val_loss,2,42,True,0.9303,0.3384,0.1878,0.0937,0.7314,0.2521,0.1374,0.0684,0.6212,0.7654,0.9088,0.7951,0.6213,0.3783,0.1684,0.0986,0.9997,87.9048,104.0276,105.2392,102.8161,55.659,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,67,33,2,False,val_loss,2,42,True,0.7785,0.2615,0.0154,0.0056,0.736,0.2089,0.0089,0.0036,0.6148,0.7621,0.9661,0.9322,0.6148,0.3371,0.0089,0.0036,1.0,116.4442,134.3206,131.1853,137.456,80.6915,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__67_33__seed3,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,67,33,3,False,val_loss,1,41,True,0.7265,0.4061,0.1107,0.257,0.7261,0.2964,0.0733,0.1652,0.6111,0.7175,0.7799,0.5416,0.6179,0.4241,0.1405,0.2535,0.9633,62.1005,79.8133,109.7937,49.8328,26.675,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed3/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__67_33__seed4,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,67,33,4,False,val_loss,2,42,True,0.8053,0.3361,0.223,0.128,0.6832,0.2395,0.1489,0.0758,0.5626,0.6774,0.8682,0.6048,0.5633,0.3865,0.1537,0.0833,0.9987,76.4122,92.1389,95.421,88.8568,44.9587,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__67_33__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,67,33,5,False,val_loss,2,42,True,0.7713,0.3364,0.1261,0.0667,0.734,0.2488,0.0892,0.0444,0.6105,0.7304,0.9073,0.8307,0.6107,0.3785,0.0941,0.0464,0.9993,82.1083,90.5263,92.6348,88.4179,65.2721,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__67_33__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__80_20__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,80,20,2,False,val_loss,2,42,True,0.849,0.3186,0.0717,0.0334,0.7694,0.2469,0.0449,0.0198,0.6518,0.785,0.9753,0.9162,0.6518,0.3624,0.0458,0.0204,0.9999,84.0302,89.3704,94.1054,84.6354,73.3499,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__80_20__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__80_20__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,80,20,5,False,val_loss,2,42,True,0.8405,0.3615,0.2341,0.1267,0.7277,0.264,0.1699,0.0863,0.6147,0.7208,0.7318,0.8313,0.6177,0.3935,0.2033,0.0945,0.9959,79.7282,96.5203,92.3935,100.6471,46.1438,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__80_20__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_1_3__93_7__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 1.0, 3.0]",30,93,7,2,False,val_loss,2,42,True,0.8073,0.4078,0.1719,0.0971,0.7752,0.3021,0.108,0.0581,0.656,0.785,0.6811,0.7437,0.6563,0.4156,0.1133,0.0589,0.9993,72.588,87.2455,87.6011,86.8899,43.2729,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_1_3__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_1_3__93_7__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,67,33,1,False,val_loss,2,42,True,0.8263,0.275,0.0956,0.033,0.7212,0.2146,0.0807,0.0214,0.6086,0.7535,0.9805,0.4887,0.6087,0.3448,0.0839,0.0774,0.9999,129.6935,159.6855,116.2076,203.1633,69.7096,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,67,33,2,False,val_loss,2,42,True,0.7146,0.2974,0.0514,0.0383,0.7416,0.229,0.0313,0.0221,0.6211,0.7787,0.9844,0.8836,0.6212,0.3549,0.0317,0.0228,0.9999,92.2017,101.0039,107.7587,94.249,74.5974,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__67_33__seed3,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,67,33,3,False,val_loss,10,50,True,0.805,0.4939,0.228,0.3278,0.7572,0.359,0.1666,0.2493,0.6539,0.7959,0.7649,0.6715,0.6594,0.4794,0.2446,0.339,0.9904,58.2721,71.0807,88.9365,53.2248,32.6551,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed3/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__67_33__seed4,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,67,33,4,False,val_loss,2,42,True,0.9546,0.349,0.1884,0.1532,0.6843,0.2468,0.1191,0.0922,0.5623,0.7108,0.9191,0.7255,0.5642,0.3929,0.1227,0.1044,0.9961,77.0279,87.1148,87.8509,86.3787,56.8541,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__67_33__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,67,33,5,False,val_loss,2,42,True,0.7273,0.4538,0.2402,0.1591,0.7602,0.3285,0.1705,0.1041,0.6397,0.7443,0.861,0.5738,0.6408,0.4498,0.1804,0.1117,0.9968,71.2506,86.0077,92.3627,79.6527,41.7365,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__67_33__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__80_20__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,80,20,2,False,val_loss,2,42,True,0.7267,0.4516,0.1571,0.1616,0.7938,0.3331,0.1073,0.1092,0.6808,0.8159,0.9512,0.8555,0.6815,0.4397,0.11,0.1182,0.9983,74.9235,83.2353,86.6728,79.7979,58.2999,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__80_20__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_1__93_7__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 1.0]",30,93,7,2,False,val_loss,2,42,True,0.6769,0.3676,0.0846,0.1155,0.7685,0.275,0.0503,0.0715,0.6488,0.7771,0.8608,0.743,0.6491,0.3903,0.0509,0.0747,0.999,83.2804,99.6863,107.1615,92.2112,50.4685,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_1__93_7__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,67,33,1,False,val_loss,2,42,True,0.9797,0.2929,0.1107,0.0446,0.7236,0.2247,0.0833,0.0295,0.6116,0.7714,0.9316,0.6694,0.6116,0.3539,0.1084,0.0824,0.9998,113.7746,137.1191,100.7144,173.5238,67.0856,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,67,33,2,False,val_loss,2,42,True,0.7182,0.2762,0.0284,0.0212,0.7383,0.2171,0.0164,0.0121,0.6173,0.7637,0.9613,0.9096,0.6173,0.3443,0.0166,0.0123,1.0,98.0727,109.4214,113.5411,105.3018,75.3752,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__67_33__seed3,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,67,33,3,False,val_loss,1,41,True,0.839,0.3604,0.1044,0.1538,0.725,0.263,0.0705,0.1052,0.6106,0.7633,0.8403,0.6676,0.6119,0.3931,0.1371,0.1772,0.997,76.8049,90.6399,94.0562,87.2237,49.1349,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed3/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__67_33__seed4,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,67,33,4,False,val_loss,2,42,True,0.8593,0.3352,0.1721,0.1124,0.6808,0.2381,0.1093,0.0665,0.5569,0.7224,0.9479,0.8052,0.5578,0.3856,0.1127,0.0722,0.998,71.3937,75.4305,79.2952,71.5658,63.32,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed4/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__67_33__seed5,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,67,33,5,False,val_loss,2,42,True,0.7796,0.3803,0.1548,0.1067,0.7436,0.2767,0.1102,0.071,0.6215,0.7403,0.8975,0.6814,0.6222,0.4031,0.1151,0.0761,0.998,84.5015,100.2982,104.5799,96.0164,52.9083,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__67_33__seed5/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__80_20__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,80,20,2,False,val_loss,2,42,True,0.8153,0.4753,0.185,0.1521,0.7985,0.3505,0.1362,0.1026,0.6863,0.8229,0.9461,0.9033,0.6871,0.4554,0.1433,0.1084,0.9982,71.2443,76.616,82.2604,70.9716,60.5009,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__80_20__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_2_2__93_7__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 2.0, 2.0]",30,93,7,2,False,val_loss,2,42,True,0.8238,0.408,0.1388,0.1285,0.775,0.3012,0.0851,0.0793,0.6558,0.7876,0.7158,0.7631,0.6561,0.4142,0.0889,0.0806,0.9989,78.2929,93.7667,100.3621,87.1713,47.3452,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_2_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_2_2__93_7__seed2/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_3_1__67_33__seed1,sweep,1,manet,efficientnet-b4,"[3.0, 3.0, 1.0]",30,67,33,1,False,val_loss,2,42,True,0.9908,0.3023,0.1233,0.0791,0.7255,0.2302,0.099,0.0594,0.6133,0.7651,0.9698,0.662,0.6133,0.3586,0.1045,0.0891,0.9998,110.3327,133.6395,107.1372,160.1418,63.7192,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_3_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_3_1__67_33__seed1/result.json,13.8,39.4,44.2
sw__manet__efficientnet-b4__cw3_3_1__67_33__seed2,sweep,1,manet,efficientnet-b4,"[3.0, 3.0, 1.0]",30,67,33,2,False,val_loss,2,42,True,0.8427,0.2779,0.0353,0.0145,0.7382,0.2179,0.0214,0.0085,0.6172,0.784,0.9838,0.908,0.6172,0.3452,0.0217,0.0086,1.0,114.8897,132.2111,134.2158,130.2064,80.247,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b4__cw3_3_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b4__cw3_3_1__67_33__seed2/result.json,13.8,39.4,44.2
