run_id,stage,wave,arch,encoder,class_weights,n_images,train_pct,val_pct,seed,augmentation,checkpoint_metric,best_epoch,epochs_completed,early_stopped,best_val_loss,dice_macro,dice_axon,dice_myelin,dice_bg,iou_macro,iou_axon,iou_myelin,iou_bg,precision_macro,precision_axon,precision_myelin,precision_bg,recall_macro,recall_axon,recall_myelin,recall_bg,hd95_macro,hd95_myelin_axon,hd95_axon,hd95_myelin,hd95_bg,train_stems,val_stems,model_path,result_path,collapse_pct_arch,collapse_pct_encoder,collapse_pct_combo
sw__manet__efficientnet-b3__cw1_1_1__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 1.0]",30,67,33,1,False,val_loss,2,42,True,1.0444,0.3583,0.1988,0.0848,0.7338,0.265,0.1373,0.0563,0.6235,0.7874,0.8765,0.884,0.6238,0.3903,0.1963,0.1017,0.9995,68.5012,72.7423,76.3006,69.184,60.019,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_1__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 1.0]",30,67,33,2,False,val_loss,1,41,True,0.8907,0.4124,0.1684,0.1135,0.762,0.3011,0.1178,0.0729,0.6452,0.8201,0.932,0.9283,0.6454,0.4194,0.1231,0.0753,0.9992,75.8815,83.2481,88.725,77.7711,61.1484,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_1__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 1.0]",30,67,33,4,False,val_loss,6,46,True,0.9891,0.3799,0.1769,0.1144,0.6911,0.2669,0.1295,0.0767,0.5659,0.7889,0.9687,0.9288,0.5664,0.4119,0.1344,0.0813,0.9986,67.6964,65.0862,64.4753,65.6971,72.9167,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_1__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 1.0]",30,67,33,5,False,val_loss,3,43,True,0.9167,0.4161,0.1444,0.2108,0.7515,0.3022,0.094,0.133,0.6296,0.7403,0.9201,0.5147,0.6333,0.426,0.0958,0.1574,0.989,65.2055,81.4623,105.3321,57.5925,32.6919,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_1__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_1__80_20__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 1.0]",30,80,20,5,False,val_loss,2,42,True,0.9297,0.3051,0.1154,0.1017,0.7171,0.2289,0.0774,0.0661,0.5995,0.7514,0.8832,0.8012,0.6001,0.3618,0.0792,0.0679,0.9987,91.1609,108.8604,114.4704,103.2504,55.7619,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_1__80_20__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,67,33,1,False,val_loss,2,42,True,0.9892,0.3089,0.129,0.0872,0.7265,0.2341,0.1061,0.0746,0.6143,0.7692,0.968,0.8691,0.6143,0.3622,0.1158,0.082,0.9999,106.9766,124.2159,124.145,124.2867,72.4982,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,67,33,2,False,val_loss,1,41,True,0.9453,0.3777,0.1454,0.0826,0.7551,0.2783,0.0998,0.0499,0.637,0.8056,0.9752,0.8873,0.6371,0.399,0.1027,0.0519,0.9997,76.567,82.452,86.9899,77.9141,64.7969,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__67_33__seed3,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,67,33,3,False,val_loss,1,41,True,1.2034,0.4464,0.1529,0.3005,0.7562,0.3294,0.1192,0.2104,0.6451,0.742,0.9151,0.6645,0.648,0.4558,0.15,0.2875,0.9882,59.6199,71.8118,91.2217,52.402,35.2361,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed3/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,67,33,4,False,val_loss,1,41,True,1.058,0.2427,0.0274,0.0078,0.6632,0.1838,0.0155,0.0048,0.5361,0.7176,0.9769,0.9027,0.5361,0.3383,0.0156,0.0048,1.0,120.5754,138.583,133.6,143.566,84.5601,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,67,33,5,False,val_loss,2,42,True,1.238,0.3579,0.0972,0.1272,0.7363,0.2624,0.0629,0.0795,0.6118,0.7142,0.8745,0.5425,0.6134,0.3899,0.0647,0.0891,0.992,87.6463,108.429,127.2812,89.5769,46.0809,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__80_20__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,80,20,4,False,val_loss,1,41,True,1.1104,0.3938,0.2393,0.2152,0.7096,0.2792,0.1595,0.1347,0.5912,0.7713,0.9464,0.793,0.5919,0.4165,0.1639,0.1456,0.9981,59.4019,66.478,71.7272,61.2288,45.2498,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__80_20__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__80_20__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_2__93_7__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 2.0]",30,93,7,2,False,val_loss,1,41,True,0.9676,0.4889,0.2277,0.1719,0.7894,0.3597,0.152,0.1084,0.6716,0.8259,0.8211,0.6772,0.672,0.4666,0.1539,0.1131,0.999,77.9632,94.1419,100.2851,87.9987,45.6059,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_2__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_2__93_7__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_3__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 3.0]",30,67,33,1,False,val_loss,2,42,True,0.9655,0.3507,0.152,0.0975,0.7361,0.2597,0.1183,0.0741,0.6258,0.7405,0.927,0.7938,0.626,0.3846,0.1495,0.1059,0.9996,78.9502,86.0079,90.7896,81.2263,64.8347,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_3__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 3.0]",30,67,33,2,False,val_loss,1,41,True,0.9592,0.3224,0.0926,0.0439,0.7454,0.2438,0.0604,0.0254,0.6256,0.7931,0.9676,0.895,0.6257,0.3682,0.0624,0.026,0.9999,88.4182,97.6065,100.8503,94.3626,70.0417,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_3__67_33__seed3,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 3.0]",30,67,33,3,False,val_loss,1,41,True,1.1918,0.4663,0.197,0.2902,0.7569,0.3401,0.1494,0.1992,0.6486,0.7427,0.8923,0.6258,0.6527,0.4644,0.1926,0.2825,0.9852,52.0232,61.7051,72.6106,50.7995,32.6594,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed3.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed3/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_3__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 3.0]",30,67,33,4,False,val_loss,1,41,True,0.9208,0.2328,0.0041,0.0024,0.6618,0.1785,0.0029,0.002,0.5346,0.6752,0.9938,0.949,0.5346,0.3336,0.0029,0.002,1.0,151.4527,180.715,178.3048,183.1251,92.9283,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_1_3__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 1.0, 3.0]",30,67,33,5,False,val_loss,2,42,True,1.1753,0.3733,0.1096,0.1703,0.7362,0.2722,0.0686,0.1027,0.6117,0.6897,0.8141,0.4467,0.6199,0.398,0.0697,0.1384,0.9755,73.8908,92.0858,117.7119,66.4597,37.5006,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_1_3__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_1__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 1.0]",30,67,33,1,False,val_loss,1,41,True,0.9189,0.2672,0.0755,0.0723,0.7198,0.2102,0.0656,0.0645,0.607,0.785,0.9504,0.9278,0.607,0.341,0.0792,0.0726,0.9999,116.5402,137.0141,142.1618,131.8663,75.5924,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_1__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 1.0]",30,67,33,2,False,val_loss,1,41,True,0.954,0.3107,0.0415,0.0742,0.7439,0.2369,0.0245,0.0448,0.6239,0.8028,0.9791,0.9071,0.6241,0.3618,0.0247,0.0467,0.9994,91.0353,102.7041,120.8897,84.5185,67.6978,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_1__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 1.0]",30,67,33,4,False,val_loss,1,41,True,1.0786,0.2322,0.0016,0.0016,0.6617,0.1781,0.0016,0.0016,0.5344,0.7431,0.9987,0.9999,0.5344,0.3333,0.0016,0.0016,1.0,171.5574,209.4713,206.4032,212.5395,95.7295,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_1__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 1.0]",30,67,33,5,False,val_loss,2,42,True,0.9004,0.3528,0.1226,0.1233,0.7359,0.2585,0.0782,0.0785,0.6131,0.7661,0.845,0.7084,0.6139,0.387,0.0812,0.0847,0.9981,86.2394,105.5822,116.2033,94.9611,47.5536,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_1__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_1__80_20__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 1.0]",30,80,20,5,False,val_loss,2,42,True,0.9676,0.3372,0.1409,0.1532,0.7228,0.2482,0.0975,0.1004,0.6069,0.7781,0.8898,0.8616,0.6077,0.379,0.0997,0.106,0.9984,73.3697,84.5108,92.6723,76.3493,51.0876,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_1__80_20__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_2__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 2.0]",30,67,33,1,False,val_loss,2,42,True,1.1784,0.3267,0.1076,0.0936,0.7297,0.2445,0.0741,0.0643,0.6186,0.7877,0.8712,0.8608,0.619,0.3712,0.1241,0.1108,0.9992,82.1109,90.8118,94.7953,86.8283,64.7092,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_2__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 2.0]",30,67,33,2,False,val_loss,1,41,True,0.9318,0.3774,0.1607,0.0754,0.7544,0.2784,0.1086,0.0449,0.6361,0.8167,0.9697,0.9134,0.6362,0.3993,0.1121,0.0459,0.9998,74.0825,79.1913,83.1673,75.2153,63.865,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_2__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 2.0]",30,67,33,4,False,val_loss,1,41,True,0.8842,0.2476,0.0266,0.014,0.6638,0.1865,0.0156,0.0082,0.5366,0.761,0.9766,0.95,0.5366,0.3407,0.0158,0.0084,1.0,114.2339,128.5427,129.187,127.8984,85.6162,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_2__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 2.0]",30,67,33,5,False,val_loss,2,42,True,1.0021,0.3712,0.146,0.1245,0.7391,0.2704,0.0919,0.0776,0.6159,0.7328,0.8194,0.6568,0.6172,0.3974,0.0983,0.0878,0.9957,78.3598,95.5381,102.8482,88.2281,44.0033,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_2__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_2_2__80_20__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 2.0, 2.0]",30,80,20,5,False,val_loss,2,42,True,1.1126,0.4502,0.2611,0.2533,0.7418,0.3238,0.1718,0.1632,0.6258,0.7813,0.8703,0.7906,0.6278,0.4464,0.1772,0.1738,0.9939,56.5415,68.8301,74.9667,62.6936,31.9642,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_2_2__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_2_2__80_20__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__67_33__seed1,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,67,33,1,False,val_loss,1,41,True,0.8965,0.3101,0.1023,0.0861,0.7266,0.2346,0.0791,0.0654,0.6146,0.7948,0.9151,0.8832,0.6148,0.3625,0.1077,0.0951,0.9995,100.4755,115.9623,122.296,109.6286,69.5021,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__67_33__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,67,33,2,False,val_loss,1,41,True,0.9681,0.2906,0.0302,0.0382,0.7406,0.2252,0.0184,0.0235,0.6199,0.7993,0.9911,0.9106,0.62,0.3514,0.0186,0.0245,0.9996,113.9338,130.8383,139.4417,122.2348,80.1248,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__67_33__seed4,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,67,33,4,False,val_loss,1,41,True,0.8792,0.235,0.0041,0.0054,0.6621,0.1796,0.0029,0.0036,0.5348,0.6562,0.9484,0.9054,0.5348,0.3346,0.0029,0.0036,0.9999,162.302,198.8549,206.7435,190.9664,89.1962,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__67_33__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,67,33,5,False,val_loss,2,42,True,0.8819,0.3044,0.1002,0.0602,0.7268,0.2292,0.0638,0.0389,0.6024,0.7441,0.8013,0.7718,0.6027,0.3612,0.0655,0.0395,0.9992,96.9734,119.0013,117.3462,120.6563,52.9176,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__80_20__seed5,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,80,20,5,False,val_loss,2,42,True,0.8997,0.4485,0.2552,0.2372,0.7433,0.3229,0.171,0.1578,0.627,0.7525,0.8076,0.851,0.629,0.4462,0.1842,0.1656,0.9929,64.5605,76.8165,81.7463,71.8867,40.0486,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__80_20__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw1_3_1__93_7__seed2,sweep,1,manet,efficientnet-b3,"[1.0, 3.0, 1.0]",30,93,7,2,False,val_loss,1,41,True,0.8214,0.4887,0.1126,0.2871,0.7903,0.3645,0.0684,0.2044,0.6721,0.8301,0.806,0.6133,0.6747,0.4715,0.069,0.2174,0.9916,76.6525,93.5424,100.2348,86.8499,42.8727,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw1_3_1__93_7__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw1_3_1__93_7__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__67_33__seed1,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,67,33,1,False,val_loss,6,46,True,0.8014,0.4206,0.2568,0.1627,0.7478,0.3058,0.1842,0.1048,0.642,0.7857,0.8183,0.7582,0.6429,0.4266,0.2547,0.1675,0.9985,70.7716,83.5986,86.7659,80.4314,45.1175,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__67_33__seed2,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,67,33,2,False,val_loss,3,43,True,0.7557,0.4157,0.2013,0.1347,0.7634,0.3036,0.1409,0.0847,0.6488,0.8103,0.9657,0.8968,0.6492,0.4216,0.1476,0.0883,0.9992,66.3704,69.3805,73.0745,65.6865,60.3502,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__67_33__seed4,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,67,33,4,False,val_loss,3,43,True,0.7849,0.2323,0.0018,0.0016,0.6617,0.1782,0.0017,0.0016,0.5344,0.7452,0.9985,0.9964,0.5344,0.3334,0.0017,0.0016,1.0,156.0704,186.3761,193.7601,178.9921,95.4591,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed4.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed4/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__67_33__seed5,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,67,33,5,False,val_loss,3,43,True,0.796,0.2932,0.0696,0.0507,0.7254,0.2228,0.0466,0.032,0.6008,0.7422,0.9331,0.5882,0.6009,0.3554,0.0471,0.0359,0.9997,106.6717,130.5912,138.4058,122.7767,58.8325,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__67_33__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__80_20__seed2,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,80,20,2,False,val_loss,1,41,True,0.6701,0.4566,0.1704,0.1707,0.793,0.3363,0.1162,0.1124,0.6796,0.8393,0.9734,0.8725,0.6798,0.4424,0.1188,0.1173,0.9995,80.1407,91.3761,95.2831,87.4691,57.6699,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__80_20__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__80_20__seed2/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_1__80_20__seed5,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 1.0]",30,80,20,5,False,val_loss,3,43,True,0.8136,0.4009,0.1734,0.225,0.7344,0.2901,0.1158,0.1471,0.618,0.7874,0.9314,0.8266,0.619,0.4161,0.1184,0.1559,0.9974,68.5407,80.6499,89.4825,71.8173,44.3223,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_1__80_20__seed5.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_1__80_20__seed5/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_2__67_33__seed1,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 2.0]",30,67,33,1,False,val_loss,2,42,True,0.8945,0.3416,0.151,0.0991,0.7325,0.254,0.114,0.0754,0.6208,0.7547,0.9121,0.8778,0.6209,0.3797,0.1397,0.0992,0.9997,77.1859,84.1806,83.6641,84.6971,63.1965,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_2__67_33__seed1.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_2__67_33__seed1/result.json,13.8,38.9,38.8
sw__manet__efficientnet-b3__cw2_1_2__67_33__seed2,sweep,1,manet,efficientnet-b3,"[2.0, 1.0, 2.0]",30,67,33,2,False,val_loss,2,42,True,0.8865,0.3965,0.1721,0.098,0.7585,0.2908,0.1174,0.0595,0.641,0.8083,0.9528,0.9017,0.6412,0.4103,0.1223,0.0614,0.9995,76.2763,83.4067,88.007,78.8064,62.0156,[],[],/lustre/home/mazurm/deepaxon/analysis/models/sw/sw__manet__efficientnet-b3__cw2_1_2__67_33__seed2.pt,/lustre/home/mazurm/deepaxon/analysis/results/sw/sw__manet__efficientnet-b3__cw2_1_2__67_33__seed2/result.json,13.8,38.9,38.8
